gg,39
d,14
ez,14
wp,13
lol,9
i,8
report,7
ggwp,6
me,6
u,6
xd,5
mid,5
to,5
so,5
fuck,5
with,4
he,4
team,4
go,4
in,4
ty,4
haha,4
how,4
end,4
are,4
you,4
invoker,4
and,4
do,4
shaker,3
nice,3
no,3
what,3
mirana,3
commend,3
game,3
fucking,3
that,3
sf,3
a,3
5,3
min,3
kkk,3
this,3
any,2
problem,2
safe,2
dota,2
und,2
on,2
bb,2
is,2
stfu,2
my,2
plz,2
guys,2
invo,2
done,2
down,2
blame,2
will,2
if,2
not,2
please,2
let,2
out,2
nothing,2
slark,2
was,2
noob,2
pls,2
carry,2
your,2
3,2
it,2
well,2
pick,2
am,2
bg,2
did,2
4,2
v,2
just,2
0,2
solo,2
dont,2
kill,2
storm,2
o,2
jogo,2
ele,2
off,2
es,2
hi,2
viper,2
bh,1
damaxti,1
rr,1
dark,1
lord,1
keine,1
or,1
dresden,1
ya,1
berlin,1
qop,1
worth,1
bkb,1
ddddddddddddd,1
40,1
mi,1
tnx,1
1k,1
lacras,1
arcontes,1
bausras,1
ikr,1
ults,1
doesnt,1
want,1
win,1
gsdfyuioasdjiofads,1
wotofok,1
ewtgehrt,1
ladno,1
brat,1
po,1
4estnomu,1
ebaaaaaaaaaaaaaat,1
stal,1
na,1
eto,1
wutka,1
tak,1
igral,1
nu,1
tuu,1
vernul,1
ves,1
4eliki,1
wmotki,1
mem,1
witch,1
swad,1
mydak,1
tagal,1
remake,1
pisonet,1
algn,1
t,1
dude,1
shemale,1
reconn,1
awwwww,1
need,1
rampage,1
ded,1
tangina,1
niyo,1
qw2eqwdsadf,1
came,1
wahahaha,1
best,1
broke,1
kunkka,1
clok,1
retarded,1
cmon,1
kak,1
tvoey,1
materi,1
idi,1
naxuy,1
naxuya,1
uebiwe,1
got,1
scammed,1
of,1
all,1
items,1
never,1
enter,1
wwwdota2lutcom,1
yep,1
hahaha,1
lul,1
tong,1
tanga,1
funny,1
wait,1
change,1
pc,1
avcxyz,1
calm,1
maelk,1
realkky,1
now,1
idiot,1
yea,1
stupid,1
as,1
die,1
3s,1
stand,1
next,1
useless,1
charge,1
ill,1
lp,1
suffer,1
sad,1
okay,1
reported,1
troll,1
really,1
wowo,1
ramp,1
roll,1
farming,1
wd,1
etot,1
sily,1
start,1
shut,1
many,1
times,1
tinker,1
anti,1
mage,1
nooob,1
ff,1
pz,1
man,1
lost,1
reatrds,1
wk,1
help,1
once,1
worked,1
ese,1
bash,1
yah,1
voker,1
there,1
rofl,1
hahahah,1
afk,1
meepo,1
medusa,1
expect,1
happen,1
like,1
pussy,1
feed,1
much,1
o0fc,1
stop,1
hate,1
dick,1
mcky,1
ds,1
nah,1
canes,1
for,1
sure,1
had,1
sushi,1
yamashiro,1
mess,1
pei,1
wei,1
hey,1
dudes,1
at,1
least,1
have,1
fun,1
sven,1
why,1
diying,1
arrow,1
25,1
smthg,1
luna,1
rapmage,1
commed,1
comentr,1
skraaa,1
said,1
buy,1
rage,1
46,1
48,1
vs,1
axaxaahahhahahahhahhahah,1
played,1
archon,1
powe,1
rs,1
pakyou,1
asshole,1
build,1
deserve,1
the,1
kills,1
mario,1
good,1
polayed,1
wanted,1
idk,1
3x4,1
nops,1
space,1
created,1
lane,1
ganhou,1
offlane,1
perdeu,1
pra,1
mim,1
eu,1
vi,1
jungle,1
ir,1
nature,1
suporte,1
pegando,1
bot,1
deve,1
ser,1
podia,1
ter,1
invertido,1
line,1
nehum,1
escape,1
mas,1
e,1
normal,1
culpa,1
sempre,1
hc,1
uheuheu,1
ruim,1
de,1
mais,1
stan,1
f,1
ruiner,1
watching,1
xdddddd,1
od,1
dusa,1
acc,1
buyers,1
ok,1
bro,1
they,1
play,1
trash,1
oracle,1
sft,1
y,1
soryr,1
ne,1
pishi,1
mne,1
spasibo,1
ancient,1
legend,1
im,1
herald,1
actually,1
love,1
2pac,1
yup,1
aalskjdflasijkdflkajsdflkajsdf,1
voltes,1
talk,1
alc,1
werpa,1
jebaited,1
monka,1
giga,1
uss,1
baboon,1
patethic,1
comeback,1
plsss,1
wo,1
ggg,1
plzz,1
wtf,1
3k,1
deixa,1
acabar,1
esse,1
merda,1
pf,1
disse,1
qnd,1
pegou,1
plis,1
last,1
words,1
fpasgsag,1
readed,1
thx,1
young,1
mom,1
does,1
feel,1
must,1
hurt,1
smurf,1
g,1
players,1
first,1
time,1
stoer,1
