gg,427
ez,175
i,163
me,143
u,119
my,114
game,109
ty,100
commend,95
dog,88
xd,87
oh,80
you,74
god,72
lol,71
report,68
and,59
no,59
just,58
end,56
is,52
a,52
go,52
what,43
nca,42
to,42
mid,41
not,40
ended,38
that,37
ehnd,36
this,36
fucking,35
we,34
wp,34
so,33
hahyha,33
team,32
do,31
dont,30
am,30
win,29
haha,29
can,28
ur,28
all,28
he,28
d,28
noob,28
ya,26
2,26
na,26
the,26
ok,25
why,25
ggwp,25
pa,24
have,24
it,23
are,22
useless,22
afk,22
how,21
hahaha,21
lets,21
guys,20
wtf,20
happened,20
here,20
fuck,20
shit,19
more,19
bobo,19
like,19
see,18
top,18
asking,18
im,18
af,18
pro,18
still,18
with,17
o,17
farm,17
alien,17
in,17
out,16
bug,16
man,16
now,16
1,16
lmao,16
hijo,16
anyways,15
up,15
its,15
nice,15
wait,15
feed,15
ahaha,15
an,15
lul,14
but,14
smart,14
only,14
stop,14
carry,14
talk,13
sf,13
5,13
need,13
3,13
good,13
as,12
ka,12
vs,12
was,12
mama,12
likes,12
dick,12
ehh,12
they,12
then,12
se,12
on,12
for,12
axe,11
know,11
min,11
pats,11
will,11
got,11
nmn,11
pala,11
at,11
well,11
mins,11
def,11
comend,11
of,11
fair,11
es,10
e,10
g,10
cant,10
sure,10
she,10
dead,10
izi,10
stfu,10
pudge,10
ne,10
won,10
lc,10
ahahaha,10
hahah,10
let,10
sad,10
plz,9
huskar,9
mial,9
14,9
8,9
first,9
mo,9
hero,9
pick,9
played,9
idiot,9
too,9
sorry,8
r,8
kill,8
him,8
riki,8
even,8
your,8
hard,8
back,8
pls,8
k,8
already,8
be,8
asshole,8
strom,8
trash,8
cuz,8
mi,8
please,8
fast,8
little,8
jugg,8
wew,7
tanga,7
get,7
sup,7
real,7
ai,7
if,7
die,7
divine,7
broooo,7
didnt,7
0,7
bro,7
one,7
ezz,7
quit,7
look,7
player,7
rofl,7
de,7
gl,7
miss,7
dude,7
had,7
y,7
fairplay,7
rusians,7
sry,7
waiting,6
who,6
chill,6
dammn,6
ff,6
counter,6
nah,6
wk,6
solo,6
said,6
anyway,6
off,6
his,6
da,6
yeah,6
worth,6
dota,6
blood,6
yet,6
wow,6
has,6
willow,6
luna,6
10,6
q,6
sven,6
mat,6
zzz,6
bot,6
x,6
v,6
puck,6
last,6
aw,5
rata,5
games,5
void,5
kaya,5
mana,5
fun,5
jugger,5
nope,5
sb,5
ta,5
whatever,5
want,5
jug,5
alche,5
than,5
feel,5
rubick,5
ursa,5
lina,5
eh,5
dark,5
finish,5
bad,5
item,5
many,5
x3,5
ye,5
feels,5
because,5
fb,5
run,5
727,5
base,5
continue,5
b,5
noting,5
weaver,5
eu,5
whine,5
yup,5
commended,5
juggernaut,5
row,5
called,4
play,4
over,4
20,4
holy,4
ainda,4
gpidh,4
unta,4
qq,4
yes,4
twitchtvragechannel,4
volvera,4
pause,4
did,4
finger,4
death,4
maldita,4
jungle,4
herald,4
viejo,4
sfah,4
tmw,4
loosing,4
second,4
invoker,4
ole,4
new,4
retard,4
mute,4
grateful,4
od,4
again,4
hes,4
mirana,4
gege,4
ang,4
naman,4
east,4
sk,4
ulti,4
lvl,4
ti,4
ina,4
tem,4
tide,4
ako,4
playing,4
bh,4
blame,4
kid,4
world,4
calla,4
yo,4
tebya,4
shlyuha,4
guide,4
hablo,4
hf,4
lag,4
windows,4
noobs,4
m9,4
pl,4
really,4
la,4
block,4
un,4
kunnka,4
agora,4
tinker,4
think,4
were,4
xp,4
fukked,4
duvido,4
reporten,4
midas,4
wan,4
invo,4
gon,4
thx,4
ward,4
deff,4
glhf,4
lose,4
rage,4
hah,4
que,4
died,4
kiss1,3
deserve,3
ends,3
hello,3
offlane,3
come,3
habla,3
hahaa,3
clock,3
burned,3
leaver,3
feeder,3
huh,3
sabe,3
quejarse,3
from,3
cara,3
jogo,3
dmg,3
cold,3
china,3
fire,3
wall,3
con,3
shut,3
mese,3
adam,3
harf,3
bezan,3
ls,3
farming,3
leave,3
by,3
wake,3
ratas,3
todos,3
unpause,3
shall,3
reported,3
bara,3
suns,3
hdp,3
blue,3
broken,3
caps,3
idk,3
very,3
omni,3
picked,3
move,3
together,3
yan,3
ba,3
ll,3
merry,3
christmas,3
oque,3
dizer,3
time,3
duel,3
fuckin,3
ezzzzzzzz,3
does,3
kak,3
helo,3
our,3
fucked,3
terror,3
uns,3
diyorsun,3
oruspu,3
cocugu,3
feddea,3
completo,3
pues,3
frag,3
realize,3
wont,3
realzie,3
storm,3
throw,3
handspinners,3
4,3
hate,3
rampage,3
rich,3
venom,3
p,3
rato,3
jaja,3
late,3
bashing,3
braindead,3
omg,3
disgusting,3
salty,3
te,3
life,3
orchid,3
day,3
tios,3
lie,3
matchmaking,3
necro,3
never,3
xdd,3
scored,3
defend,3
lane,3
13,3
stupid,3
uma,3
ahha,3
dit,3
x1n,3
ch4o,3
clasi,3
noma,3
5k,3
si,3
estan,3
despauseando,3
total,3
delaet,3
mastodonte,3
about,3
us,3
io,3
doenst,3
available,3
suck,3
saw,3
erick,3
wright,3
btw,3
60,3
means,3
when,3
ugly,3
ded,3
cheat,3
trool,3
waht,3
hapenign,3
best,3
pleaseeeeeeeeeeeeeeeeeeeeeee,3
against,3
interresa,3
verdad,3
ply,3
respect,3
cm,3
suport,3
joke,3
gracias,3
mns,3
210,3
impossible,3
often,2
tryhard,2
dual,2
sasat,2
ge,2
inglish,2
hohol,2
controla,2
jakiro,2
net,2
elktghnfeaikjrlbgilwebrg,2
plusuy,2
godo,2
uganda,2
neeeds,2
help,2
once,2
rq,2
snap,2
incase,2
didint,2
flaming,2
fudido,2
or,2
disrup,2
trasj,2
tk,2
kunkka,2
cancer,2
olympic,2
funny,2
full,2
hp,2
yours,2
made,2
gold,2
qop,2
ruining,2
moment,2
9,2
reprot,2
lord,2
unmannere,2
mal,2
pago,2
meta,2
n,2
himself,2
stay,2
players,2
papakakaka,2
coming,2
legeng,2
fight,2
w,2
take,2
hit,2
18,2
wind,2
easy,2
away,2
worked,2
op,2
falta,2
easyy,2
pango,2
lel,2
stun,2
potang,2
cares,2
abandon,2
muka,2
patay,2
nc,2
hc,2
close,2
minutos,2
antes,2
handsome,2
gv,2
thousand,2
person,2
ever,2
every,2
caca,2
al,2
jy,2
lost,2
guardian,2
parece,2
virou,2
matter,2
sever,2
yg,2
je,2
zadddrrr,2
tacotacotaco,2
taking,2
try,2
iz,2
fedd,2
admit,2
deixa,2
m,2
ire,2
been,2
2min,2
piock,2
relaxed,2
manners,2
creeps,2
ghost,2
ship,2
anceint,2
16,2
kills,2
h,2
calling,2
gul,2
lack,2
hav,2
fan,2
faster,2
tienen,2
stack,2
ahi,2
repor,2
recconect,2
free,2
m8,2
lululul,2
ahhahhaha,2
escribe,2
algo,2
ctm,2
yabang,2
daw,2
sabi,2
ng,2
slar,2
allies,2
poor,2
gang,2
sounds,2
uebivayte,2
svoy,2
os,2
ancient,2
bristle,2
roam,2
nigger,2
sd,2
dobrze,2
f9,2
chat,2
conocieron,2
en,2
single,2
moph,2
doom,2
esperamos,2
them,2
farmer,2
boi,2
aga,2
wey,2
amigo,2
daton,2
digembyok,2
doyok,2
tpp,2
father,2
mex,2
mom,2
viet,2
bark,2
26,2
ficou,2
mais,2
feliz,2
cunt,2
rly,2
100,2
throwing,2
legion,2
sniper,2
piden,2
buyer,2
w8,2
elber,2
myself,2
29,2
rat,2
aim,2
wll,2
nightmare,2
fat,2
seen,2
some1,2
ganha,2
medalha,2
entao,2
mother,2
rayado,2
cuadriculado,2
could,2
burn,2
attacker,2
styl,2
seriously,2
bought,2
rosh,2
items,2
omini,2
yea,2
vietnam,2
aeglaerkngowekrnjg,2
wards,2
point,2
boosting,2
radiant,2
kakaka,2
kanave,2
paused,2
long,2
enough,2
ggg,2
begging,2
shop,2
arnold,2
shwarzxneggar,2
shutup,2
nerd,2
set,2
bvest,2
offlaner,2
nadeutsya,2
vin,2
kinda,2
learning,2
much,2
hui,2
mean,2
aqui,2
mrda,2
pra,2
ver,2
naix,2
carrega,2
nos,2
bye,2
damn,2
unmaner,2
lorde,2
learn,2
thrash,2
hot,2
09,2
boost,2
druzyna,2
gierki,2
ci,2
przegrywa,2
brain,2
gd,2
taljk,2
talent,2
these,2
reconnect,2
hahahah,2
33,2
killed,2
30,2
din,2
np,2
lara,2
teleported,2
less,2
hell,2
tho,2
hey,2
el,2
kewl,2
face,2
tellin,1
nibba,1
push,1
z,1
quillsprayu,1
wever,1
sacred,1
420,1
blaze,1
tolky,1
dauna,1
defaut,1
down,1
slow,1
timaaaco,1
slardar,1
makedonia,1
farmando,1
todo,1
hi,1
sarrender,1
trap,1
